,href,job_title,company_name,job_loc,details,category,compensation,applyBy,start,end,skills
245,http://letsintern.com/internship/Software-Developer-internships/TechCiti-Technologies-Pvt-Ltd-/BE-BTech-Internship/97133,BE/BTech Internship,TechCiti Technologies Pvt.Ltd.,Bangalore,About Internship:        BE/BTech Internship: Eligibility: Any candidates who are pursuing graduation or recent passouts can apply -BE/BTech (2018/2019/2020 Batches) Benefits of internship: -Domain Knowledge -Project Training and Development-Work on both frontend and backend Internship Duration: 1 Month –6 Months.        Roles and Responsibilities:        Roles And Responsibilities:The candidate has to work on the project assigned by the company. And also has to work on the day to day tasks        Perks:        Internship Certificate,Software Developer,Unpaid,Apply by 4th Mar `19,3rd Dec 2018,3rd Jun 2019,Skills Required         HTML
246,http://letsintern.com/internship/Marketing-Assistant-internships/Underprivileged-Advancement-by-Youth/Marketing/127652,Marketing,Underprivileged Advancement by Youth,Anywhere in India,"About Internship:        UPAY primarily focuses on providing free-of-cost education to needy children and conducts recreational activities aimed at broadening the skill set of such children. We teach kids begging at footpaths under 'footpathshala' concept. It was founded by Varun Shrivastava, an IIT Kharagpur alumni with the help of three other socially motivated engineers on 20-April-2010. On 19 September 2011, UPAY was registered under Mumbai Public Trusts Act 1950 and the Societies Registration Act 1860. Currently, it has 27 centers (9 centers in the Nagpur zone, 9 centers in Mouda zone, 6 centers in Delhi-NCR, 1 center in Varanasi, and 2 centers in Pune). UPAY has expanded from 15 children to more than 1500 children and 250 volunteers in a span of 7 years.        Roles and Responsibilities:        1.Plan, strategize, and implement outreach campaigns2. Perform market research and identify marketable trends3. Prepare content for marketing materials, proposals, pitch decks, and newsletters4. Reach out to different communities and build associations for mutual benefits5. Plan, conduct, and analyze promotional activities6. Work with different functional teams to integrate marketable practices        Perks:        1. Certificate2. Letter of Recommendation3. Flexible work hours",Marketing Assistant,Unpaid,Apply by 30th May `21,31st May 2021,29th Jul 2021,Skills Required         Agreeableness
247,http://letsintern.com/internship/Marketing-Assistant-internships/Godrej-Woodland/Premium-Villa-Plots-Godrej-Woodland/125035,Premium Villa Plots - Godrej Woodland,Godrej Woodland,Bangalore,About Internship:        Marketing and sales of Godrej woodland plots in Sarjapur road which is going to be the most successful prelaunch. For more info visit:https://www.godrejwoodlandplot.in/price/        Roles and Responsibilities:        1.Sales o Godrej woodland2. Marketing of Godrej woodland3.Showcasing of model plot of Godrej Woodland        Perks:        1.Plot2.Facilities,Marketing Assistant,Recurring,Apply by 2nd Jun `23,16th Jan 2021,11th Dec 2025,Skills Required         Marketing
248,http://letsintern.com/internship/Graphic-Designer-internships/Photo-retouch-house/Professional-Graphic-Designer/122451,Professional Graphic Designer,Photo retouch house,New Delhi,"About Internship:        Photo retouching house is an image editing service provider company. Now we are looking for graphic designer who have at least 1 years experience with Photoshop. for learn about all our service just visit below link and gather more idea. our website https://www.photoretouchhouse.com        Roles and Responsibilities:        1. Photoshop basic idea, if illustrator its good for you. 2. Need to work daily and if need long term work you need to prepare yourself. 3. Discipline",Graphic Designer,One-Time,Apply by 12th Jun `21,5th Oct 2020,3rd Nov 2023,Skills Required         Photoshop
249,http://letsintern.com/internship/Mobile-App-Developer-internships/Globalinvest/app-developer/99932,app developer,Globalinvest,Anywhere in India,"About Internship:        looking for web and app developers who have good skill on angula advanced , nod js express js, mongo db and others.please share details with links of your past work.        Roles and Responsibilities:        1.web / app development2. time punctuality is very important to achieve the aim.3.communicate daily / updates        Perks:        1.certificate2. awards for performance3.reference for career building",Mobile App Developer,Recurring,Apply by 22nd Jan `19,19th Jan 2019,9th Mar 2019,Skills Required         PHP                AngularJS                MongoDB                NodeJS
250,http://letsintern.com/internship/Hospitalist-internships/Ujjawal-Packers-and-Movers/Backend/123913,Backend,Ujjawal Packers and Movers,Anywhere in India,"About Internship:        Oops, the page you're looking for does not exist.You may want to head back to the homepage. If you think something is broken, report a problem.        Roles and Responsibilities:        Oops, the page you're looking for does not exist.You may want to head back to the homepage. If you think something is broken, report a problem.",Hospitalist,One-Time,Apply by 28th Apr `22,22nd Nov 2020,30th Nov 2035,Skills Required         No skills preferred
251,http://letsintern.com/internship/Graphic-Designer-internships/Avishkaar/Graphic-Designer/127347,Graphic Designer,Avishkaar,New Delhi,"About Internship:        We are seeking for a Graphic Designer who can help us with social media creatives, simple video editing and working on printable graphics.        Roles and Responsibilities:        1.Making creatives for social media 2. Working on simple video editing for social media and YouTube3. Designing creatives for curriculum and learning material-oriented content around robotics, coding, physics, etc.4. Working on SOLIDWORKS, KeyShot on 3D modeling and animated videos5. Creating animated graphics6. Designing marketing collaterals (printable graphics)7. Developing new designs, concepts, graphics, and layouts8. Managing projects, meeting deadlines, and working with constraints efficiently        Perks:        1.Pre placement offer",Graphic Designer,Recurring,Apply by 9th Jun `21,24th May 2021,Nov ---- Nov -,Skills Required         Photoshop                CorelDRAW                Illustrator
252,http://letsintern.com/internship/Digital-Marketing-Professional-internships/Dhara-Fashion-Studio/Digital-Social-Marketing-Intern/127129,Digital/Social Marketing Intern,Dhara Fashion Studio,Anywhere in India,"About Internship:        Seeking a Digital Marketing Intern who is keen to learn marketing aspects and lead the company's marketing area and also take care of contents and handle of company's social media profiles.        Roles and Responsibilities:        Selected intern's day-to-day responsibilities include:1.Social media marketing, Content writing, etc2.Planning and implementing branding, PPC, SEM, and ROI-based campaigns for our brands.3.Identify target audience and ascertain how best to communicate to that audience4.Day-to-day monitoring and management of digital media plans including changes, budgeting, execution, optimization and reporting.5.Responsible for execution of online newsletters, promotional emails, and other marketing communication through various channels.6.Design content that is super informative and appealing7.Create an influencer strategy by reaching out to relevant influencers, industry professionals, and fashion fraternists to grow brand awarenessBased on performance internship can be extended or the candidate may also have a chance to get converted.        Perks:        1. Permanent Job offer2. Internship Certificate",Digital Marketing Professional,Unpaid,Apply by 6th Jun `21,8th May 2021,8th Jul 2021,Skills Required         Marketing                Analytical Skills                Digital Marketing
253,http://letsintern.com/internship/Graphic-Designer-internships/The-protein-gram/design-head/127880,design head,The protein gram,"New Delhi,              Bangalore,              Mumbai",About Internship:        we are seeking a design head for our company. we are a start up and planning to expand in coming years. we are in this business for 10 + years.        Roles and Responsibilities:        1. design images with our products.2. managing insta/fb3.design any image required on website.4.posting on insta and facebook daily .5. stories should be engageable.        Perks:        1.certificate at the end of internship.2.will provide job if we like you.,Graphic Designer,Unpaid,Apply by 5th Jun `21,31st May 2021,Nov ---- Nov -,Skills Required         Photoshop                Illustrator
254,http://letsintern.com/internship/Receptionist-internships/concorde-Spring-Meadows/Ready-To-Move-In-Concorde-Spring-Meadows/127268,Ready-To-Move-In Concorde Spring Meadows,concorde Spring Meadows,Bangalore,"About Internship:        Concorde Spring Meadows is located in very prime location next to Hesarghatta Main Road, near Dasarahalli Metro station, off Tumkur Road, Bangalore, which is an added advantage. It will boost up for more appreciation.        Roles and Responsibilities:        1.Marketing of Concorde Spring Meadows Project2.Sales of Concorde Spring Meadows project3.Demo of actual flat at Concorde Spring Meadows project        Perks:        1.Sales2.Flats",Receptionist,Recurring,Apply by 11th Feb `23,9th May 2021,13th Nov 2024,Skills Required         Marketing
255,http://letsintern.com/internship/Marketing-Professional-internships/ICCE/Summer-Internship/127641,Summer Internship,ICCE,Anywhere in India,About Internship:        Earth Ambassador is a Leadership Role to manage a group of participants by spreading awareness on Climate ChangeCause Supported by UNFCCC - United Nations Framework Convention for Climate ChangeKnowledge Source: NASA Climate Change & World Bank Institute.Green Revolution is India's only activity-based program on Climate Change initiated by ICCE - International Centre for Culture & Education. The objective of the program is to engage every Indian to contribute towards Action Against Climate Change.Each Green (R)evolution Climate Counsellor is entitled to rebate and certificate with official logos on successful completion of their deliverable's.        Roles and Responsibilities:        Roles And Responsibilities:1.Should have a good network of people around2. Leadership skills3. Good Public speaker4. Managing skills        Perks:        1.Certificate2.Letter of internship3.Stipend4. Free course,Marketing Professional,Recurring,Apply by 11th Jun `21,23rd May 2021,28th Jun 2021,Skills Required         Leadership Skills                Marketing                Networking
256,http://letsintern.com/internship/Software-Developer-C-internships/CodeSpeedy-Technology-Private-Limited/C-Internship/124691,C++ Internship,CodeSpeedy Technology Private Limited,"Hyderabad,              Ahmedabad,              Surat,              Bangalore,              Mumbai,              Pune,              Jaipur,              Chennai,              Kolkata,              Delhi","About Internship:        In this internship, students must need basic C++ knowledge.You will be assigned as a C++ programmer intern and you will have to submit 3 C++ projects in this whole internship.The projects can be smaller or bigger and that is totally up to you if you wish to do smaller projects or large projects.Each and every project will be checked by our team, if any modifications needed we will let you know.        Roles and Responsibilities:        1. You will have to choose 3 projects based on your expertise.2. You will have to upload those projects on our portal.3. You will have to run those on your machine before uploading.        Perks:        1. You will get an offer letter on behalf of codespeedy technology private limited before your joining.]2. You will get an internship certificate at the end of this internship.3. A letter of recommendation might be provided only if you perform well.4. Flexible timing for an online internship.",Software Developer : C++,Unpaid,Apply by 1st Apr `21,31st Mar 2021,30th Apr 2021,Skills Required         C++
257,http://letsintern.com/internship/Software-Developer-internships/TechCiti-Technologies-Pvt-Ltd-/Software-Development-Internship/111017,Software Development Internship,TechCiti Technologies Pvt.Ltd.,Bangalore,"About Internship:        Software Development Internship: Eligibility: Students who are pursuing:- BE/BTech- BCA- MTech - MCAObjectives of internship: -Working on the project(Front end and back end)-Necessary training will be provided.-Can be working on any of these domains: Java, Web, Python or Machine learning.Internship Duration: 1 Month –6 Months.        Roles and Responsibilities:        - Working on the project- Working on both front end and back end of the project- Working on the day to day tasks assigned by the company        Perks:        1. Internship Experience Certificate2. Flexible working hours",Software Developer,Unpaid,Apply by 17th Oct `19,16th Jul 2019,16th Jan 2020,Skills Required         CSS                HTML
258,http://letsintern.com/internship/Business-Development-Executive-internships/Ginger-Media-Group/Business-Development-Sales-Work-from-home-/127689,Business Development (Sales)[Work from home],Ginger Media Group,"Hyderabad,              Patna,              Ahmedabad,              Surat,              Gurgaon,              Bangalore,              Bhopal,              Mumbai,              Jaipur,              Delhi","About Internship:        Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 20th May'21 and 25th Jun'213. are available for a duration of 6 months4. have relevant skills and interests        Roles and Responsibilities:        Selected intern's day-to-day responsibilities include:1. Coldcalling and cold-emailing to arrange Zoom meetings for sales teams2. Interacting professionally with potential clients via phone or emails3. Maintaining 120 minutes of daily calling time (on average, 40 connecting calls should be made using the company's mobile numbers daily)4. Working on leads provided by the marketing team (on average 10 meetings should be scheduled in a week)        Perks:        Certificate,Letter of recommendation,Flexible work hours,5 days a week.",Business Development Executive,Recurring,Apply by 10th Jun `21,30th May 2021,29th Nov 2021,Skills Required         Sales Situation Handling - Basic
259,http://letsintern.com/internship/Operations-Management-Professional-internships/Apicacy-Private-Limited/Operations-Interns/127709,Operations Interns,Apicacy Private Limited,New Delhi,"About Internship:        The interns will help the Operations Manager with the daily business operations, vendor management , client sales and servicing management.        Roles and Responsibilities:        Selected intern's day-to-day responsibilities include:1. Reporting Tracker2. Daily Operations management.3. Coordinate with production, operations and other departments.4. Provide assistance to the Operations Manager        Perks:        1. Certificate2. PPO",Operations Management Professional,One-Time,Apply by 16th Jun `21,31st May 2021,29th Aug 2021,Skills Required         MS Excel
260,http://letsintern.com/internship/Graphic-Designer-internships/The-NFT-Rage-Forum/Character-Designer-and-Illustrator/127906,Character Designer and Illustrator,The NFT Rage Forum,"Gurgaon,              Bangalore,              Mumbai,              Kolkata,              Delhi","About Internship:        We are seeking someone who can drive designing end to end, from ideation and conceptualization to materializing the final products.        Roles and Responsibilities:        1. Character Designing and Illustrations2. Collaborate with founders and other concept artists directly to create the base of characters and overall look of the project3. Drive designing end to end, from ideation and conceptualization to materializing the final products.4. Liaising with developers on the feasibility of the character/s style and modularity5. Developing various versions of the characters6. Infusing characters with personality using visual cues, unique expressions and distinctive body language and play around with visual properties to make them look distinct7. Create characters that are relatable and possess human traits that will engage an audience8. Revise artwork according to feedback and teamwork.        Perks:        1. Work From Anywhere2. Flexible Hours3. Opportunity to learn about a new and upcoming field",Graphic Designer,One-Time,Apply by 14th Jun `21,14th Jun 2021,13th Jul 2021,Skills Required         Photoshop                Illustrator
261,http://letsintern.com/internship/Software-Developer-internships/TechCiti-Technologies-Pvt-Ltd-/Data-Science-ML-NLP-Internship/125434,Data Science(ML / NLP) Internship,TechCiti Technologies Pvt.Ltd.,Anywhere in India,About Internship:        Data Science(ML/NLP) Internship:Objectives of Internship:-Working on the project-Working on Data Science/Machine learning/NLP using Python technologyEligibility: Students who are pursuing:- BE/BTech- BCA- MCA-MTechDuration: 1-6 monthsOffice location: BangaloreMode of internship: Online/Virtual        Roles and Responsibilities:        1. Working on the project2. Working on different modules of the project3. Performing day to day tasks assigned by the company        Perks:        1. Internship Experience Certificate2. Flexible work hours3. Letter of Recommendation (Based on performance),Software Developer,Unpaid,Apply by 14th May `21,12th Feb 2021,12th Aug 2021,Skills Required         Python
262,http://letsintern.com/internship/Marketing-Assistant-internships/REEV-TRAVELS/Key-Account-Manager/127811,Key Account Manager,REEV TRAVELS,Bangalore,"About Internship:        We at Reev believe in creating the happiest and memorable moments by providing end-to-end travel solutions to meet and suit your comfort.Only those candidates can apply who:1. are available for the work from home job/internship.2. can start the work from home internship immediately. 3. are available for duration of 3 months. 4. have relevant skills and interest. Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (1.5% of sales).        Roles and Responsibilities:        1. Call and follow up with the assigned leads. 2. Try converting the online leads into sales. 3. Record sales and help clients make the payment.        Perks:        1. Letter of Recommendation2. Internship certificate3. Performance based incentives4. Flexible working hours",Marketing Assistant,Recurring,Apply by 12th Jun `21,31st May 2021,30th Aug 2021,Skills Required         Marketing                Salesforce                Sales Situation Handling - Intermediate
